id_municipio,nome,sigla_uf,id_uf,regiao,ano,indicador_lag1,indicador_lag2,tendencia_historica,gap_historico_vs_meta_municipio,gap_historico_vs_meta_nacional,meta_municipio,meta_nacional,quantidade_matriculas,PIB_per_capita,IDHM,indicador_alfabetizacao,meta_atingida,target_meta_atingida
1601788,MUNICIPIO_AP_1788,AP,16,Norte,2023,58.24,58.78,-0.54,-4.19,-1.76,62.43,60.0,1600,41033.04,0.758,58.88,True,1
1601788,MUNICIPIO_AP_1788,AP,16,Norte,2024,58.88,58.24,0.64,-6.05,-6.12,64.93,65.0,1600,41033.04,0.758,57.03,True,1
1601815,MUNICIPIO_AP_1815,AP,16,Norte,2022,75.45,,,0.73,19.45,74.72,56.0,334,33581.94,0.834,76.48,True,1
1601815,MUNICIPIO_AP_1815,AP,16,Norte,2023,76.48,75.45,1.03,2.6,16.48,73.88,60.0,334,33581.94,0.834,79.89,True,1
1601815,MUNICIPIO_AP_1815,AP,16,Norte,2024,79.89,76.48,3.41,4.88,14.89,75.01,65.0,334,33581.94,0.834,76.72,True,1
1601842,MUNICIPIO_AP_1842,AP,16,Norte,2022,52.23,,,2.09,-3.77,50.14,56.0,539,24956.71,0.732,49.49,False,0
1601842,MUNICIPIO_AP_1842,AP,16,Norte,2023,49.49,52.23,-2.74,-4.44,-10.51,53.93,60.0,539,24956.71,0.732,45.66,False,0
1601842,MUNICIPIO_AP_1842,AP,16,Norte,2024,45.66,49.49,-3.83,-5.94,-19.34,51.6,65.0,539,24956.71,0.732,46.49,False,0
1601869,MUNICIPIO_AP_1869,AP,16,Norte,2022,56.73,,,-5.85,0.73,62.58,56.0,177,91850.85,0.75,63.69,True,1
1601869,MUNICIPIO_AP_1869,AP,16,Norte,2023,63.69,56.73,6.96,3.3,3.69,60.39,60.0,177,91850.85,0.75,71.83,True,1
1601869,MUNICIPIO_AP_1869,AP,16,Norte,2024,71.83,63.69,8.14,6.25,6.83,65.58,65.0,177,91850.85,0.75,73.95,True,1
1601896,MUNICIPIO_AP_1896,AP,16,Norte,2022,50.42,,,1.58,-5.58,48.84,56.0,3385,78309.79,0.744,54.19,True,1
1601896,MUNICIPIO_AP_1896,AP,16,Norte,2023,54.19,50.42,3.77,2.5,-5.81,51.69,60.0,3385,78309.79,0.744,56.87,True,1
1601896,MUNICIPIO_AP_1896,AP,16,Norte,2024,56.87,54.19,2.68,2.76,-8.13,54.11,65.0,3385,78309.79,0.744,62.01,True,1
1601923,MUNICIPIO_AP_1923,AP,16,Norte,2022,48.23,,,-2.95,-7.77,51.18,56.0,1997,18143.66,0.788,44.98,False,0
1601923,MUNICIPIO_AP_1923,AP,16,Norte,2023,44.98,48.23,-3.25,-10.32,-15.02,55.3,60.0,1997,18143.66,0.788,46.49,False,0
1601923,MUNICIPIO_AP_1923,AP,16,Norte,2024,46.49,44.98,1.51,-10.58,-18.51,57.07,65.0,1997,18143.66,0.788,44.86,False,0
1601950,MUNICIPIO_AP_1950,AP,16,Norte,2022,63.42,,,2.05,7.42,61.37,56.0,455,43718.12,0.809,67.28,True,1
1601950,MUNICIPIO_AP_1950,AP,16,Norte,2023,67.28,63.42,3.86,2.5,7.28,64.78,60.0,455,43718.12,0.809,73.21,True,1
1601950,MUNICIPIO_AP_1950,AP,16,Norte,2024,73.21,67.28,5.93,5.97,8.21,67.24,65.0,455,43718.12,0.809,72.54,True,1
1601977,MUNICIPIO_AP_1977,AP,16,Norte,2022,60.85,,,0.01,4.85,60.84,56.0,264,67193.79,0.77,65.96,True,1
1601977,MUNICIPIO_AP_1977,AP,16,Norte,2023,65.96,60.85,5.11,5.25,5.96,60.71,60.0,264,67193.79,0.77,68.96,True,1
1601977,MUNICIPIO_AP_1977,AP,16,Norte,2024,68.96,65.96,3.0,7.44,3.96,61.52,65.0,264,67193.79,0.77,74.76,True,1
1602004,MUNICIPIO_AP_2004,AP,16,Norte,2022,51.41,,,-5.07,-4.59,56.48,56.0,1641,53461.44,0.728,52.25,True,1
1602004,MUNICIPIO_AP_2004,AP,16,Norte,2023,52.25,51.41,0.84,-1.37,-7.75,53.62,60.0,1641,53461.44,0.728,53.44,True,1
1602004,MUNICIPIO_AP_2004,AP,16,Norte,2024,53.44,52.25,1.19,-2.72,-11.56,56.16,65.0,1641,53461.44,0.728,52.89,True,1
1602031,MUNICIPIO_AP_2031,AP,16,Norte,2022,64.99,,,-3.26,8.99,68.25,56.0,754,81530.7,0.88,64.45,True,1
1602031,MUNICIPIO_AP_2031,AP,16,Norte,2023,64.45,64.99,-0.54,-4.38,4.45,68.83,60.0,754,81530.7,0.88,69.82,True,1
1602031,MUNICIPIO_AP_2031,AP,16,Norte,2024,69.82,64.45,5.37,-2.07,4.82,71.89,65.0,754,81530.7,0.88,75.3,True,1
1602058,MUNICIPIO_AP_2058,AP,16,Norte,2022,53.75,,,0.43,-2.25,53.32,56.0,2899,80668.14,0.751,54.91,True,1
1602058,MUNICIPIO_AP_2058,AP,16,Norte,2023,54.91,53.75,1.16,0.61,-5.09,54.3,60.0,2899,80668.14,0.751,54.43,True,1
1602058,MUNICIPIO_AP_2058,AP,16,Norte,2024,54.43,54.91,-0.48,-3.71,-10.57,58.14,65.0,2899,80668.14,0.751,58.89,True,1
1602085,MUNICIPIO_AP_2085,AP,16,Norte,2022,61.87,,,-2.92,5.87,64.79,56.0,155,69667.5,0.776,62.59,True,1
1602085,MUNICIPIO_AP_2085,AP,16,Norte,2023,62.59,61.87,0.72,-0.92,2.59,63.51,60.0,155,69667.5,0.776,60.51,True,1
1602085,MUNICIPIO_AP_2085,AP,16,Norte,2024,60.51,62.59,-2.08,-8.21,-4.49,68.72,65.0,155,69667.5,0.776,67.02,True,1
1602112,MUNICIPIO_AP_2112,AP,16,Norte,2022,50.92,,,-2.02,-5.08,52.94,56.0,1199,43339.23,0.721,48.15,False,0
1602112,MUNICIPIO_AP_2112,AP,16,Norte,2023,48.15,50.92,-2.77,-6.71,-11.85,54.86,60.0,1199,43339.23,0.721,51.81,True,1
1602112,MUNICIPIO_AP_2112,AP,16,Norte,2024,51.81,48.15,3.66,-2.06,-13.19,53.87,65.0,1199,43339.23,0.721,55.65,True,1
1602139,MUNICIPIO_AP_2139,AP,16,Norte,2022,59.94,,,-3.01,3.94,62.95,56.0,531,14491.88,0.839,61.01,True,1
1602139,MUNICIPIO_AP_2139,AP,16,Norte,2023,61.01,59.94,1.07,-4.7,1.01,65.71,60.0,531,14491.88,0.839,61.67,True,1
1602139,MUNICIPIO_AP_2139,AP,16,Norte,2024,61.67,61.01,0.66,-8.98,-3.33,70.65,65.0,531,14491.88,0.839,55.78,True,1
1602166,MUNICIPIO_AP_2166,AP,16,Norte,2022,60.26,,,-2.47,4.26,62.73,56.0,533,84556.47,0.803,62.71,True,1
1602166,MUNICIPIO_AP_2166,AP,16,Norte,2023,62.71,60.26,2.45,-2.54,2.71,65.25,60.0,533,84556.47,0.803,61.05,True,1
1602166,MUNICIPIO_AP_2166,AP,16,Norte,2024,61.05,62.71,-1.66,-7.41,-3.95,68.46,65.0,533,84556.47,0.803,56.37,True,1
1602193,MUNICIPIO_AP_2193,AP,16,Norte,2022,67.91,,,-2.99,11.91,70.9,56.0,2141,50417.11,0.826,74.3,True,1
1602193,MUNICIPIO_AP_2193,AP,16,Norte,2023,74.3,67.91,6.39,2.05,14.3,72.25,60.0,2141,50417.11,0.826,75.38,True,1
1602193,MUNICIPIO_AP_2193,AP,16,Norte,2024,75.38,74.3,1.08,0.78,10.38,74.6,65.0,2141,50417.11,0.826,77.47,True,1
1602220,MUNICIPIO_AP_2220,AP,16,Norte,2022,56.96,,,1.99,0.96,54.97,56.0,1870,33465.91,0.757,60.19,True,1
1602220,MUNICIPIO_AP_2220,AP,16,Norte,2023,60.19,56.96,3.23,4.35,0.19,55.84,60.0,1870,33465.91,0.757,61.1,True,1
1602220,MUNICIPIO_AP_2220,AP,16,Norte,2024,61.1,60.19,0.91,0.64,-3.9,60.46,65.0,1870,33465.91,0.757,58.01,True,1
1602247,MUNICIPIO_AP_2247,AP,16,Norte,2022,58.75,,,-9.71,2.75,68.46,56.0,140,63173.38,0.806,60.97,True,1
1602247,MUNICIPIO_AP_2247,AP,16,Norte,2023,60.97,58.75,2.22,-8.29,0.97,69.26,60.0,140,63173.38,0.806,62.26,True,1
1602247,MUNICIPIO_AP_2247,AP,16,Norte,2024,62.26,60.97,1.29,-8.37,-2.74,70.63,65.0,140,63173.38,0.806,61.34,True,1
1602274,MUNICIPIO_AP_2274,AP,16,Norte,2022,44.31,,,-2.81,-11.69,47.12,56.0,4309,30299.37,0.692,44.7,False,0
1602274,MUNICIPIO_AP_2274,AP,16,Norte,2023,44.7,44.31,0.39,-5.64,-15.3,50.34,60.0,4309,30299.37,0.692,49.67,False,0
1602274,MUNICIPIO_AP_2274,AP,16,Norte,2024,49.67,44.7,4.97,-1.12,-15.33,50.79,65.0,4309,30299.37,0.692,53.71,True,1
1602301,MUNICIPIO_AP_2301,AP,16,Norte,2022,50.74,,,2.1,-5.26,48.64,56.0,189,63458.12,0.776,49.22,False,0
1602301,MUNICIPIO_AP_2301,AP,16,Norte,2023,49.22,50.74,-1.52,-3.93,-10.78,53.15,60.0,189,63458.12,0.776,48.7,False,0
1602301,MUNICIPIO_AP_2301,AP,16,Norte,2024,48.7,49.22,-0.52,-5.19,-16.3,53.89,65.0,189,63458.12,0.776,48.65,False,0
1602328,MUNICIPIO_AP_2328,AP,16,Norte,2022,62.16,,,-4.21,6.16,66.37,56.0,709,41740.83,0.824,63.23,True,1
1602328,MUNICIPIO_AP_2328,AP,16,Norte,2023,63.23,62.16,1.07,-8.35,3.23,71.58,60.0,709,41740.83,0.824,70.92,True,1
1602328,MUNICIPIO_AP_2328,AP,16,Norte,2024,70.92,63.23,7.69,0.06,5.92,70.86,65.0,709,41740.83,0.824,74.41,True,1
1602355,MUNICIPIO_AP_2355,AP,16,Norte,2022,61.83,,,-8.25,5.83,70.08,56.0,3719,43398.2,0.852,64.32,True,1
1602355,MUNICIPIO_AP_2355,AP,16,Norte,2023,64.32,61.83,2.49,-6.95,4.32,71.27,60.0,3719,43398.2,0.852,61.43,True,1
1602355,MUNICIPIO_AP_2355,AP,16,Norte,2024,61.43,64.32,-2.89,-12.49,-3.57,73.92,65.0,3719,43398.2,0.852,66.55,True,1
1602382,MUNICIPIO_AP_2382,AP,16,Norte,2022,73.12,,,0.09,17.12,73.03,56.0,239,71971.58,0.834,80.52,True,1
1602382,MUNICIPIO_AP_2382,AP,16,Norte,2023,80.52,73.12,7.4,3.66,20.52,76.86,60.0,239,71971.58,0.834,79.56,True,1
1602382,MUNICIPIO_AP_2382,AP,16,Norte,2024,79.56,80.52,-0.96,-0.59,14.56,80.15,65.0,239,71971.58,0.834,84.58,True,1
1602409,MUNICIPIO_AP_2409,AP,16,Norte,2022,40.88,,,-9.71,-15.12,50.59,56.0,402,64222.06,0.744,51.25,True,1
1602409,MUNICIPIO_AP_2409,AP,16,Norte,2023,51.25,40.88,10.37,-1.13,-8.75,52.38,60.0,402,64222.06,0.744,46.95,False,0
1602409,MUNICIPIO_AP_2409,AP,16,Norte,2024,46.95,51.25,-4.3,-7.48,-18.05,54.43,65.0,402,64222.06,0.744,43.97,False,0
1602436,MUNICIPIO_AP_2436,AP,16,Norte,2022,52.92,,,-2.14,-3.08,55.06,56.0,841,49340.04,0.721,51.75,True,1
1602436,MUNICIPIO_AP_2436,AP,16,Norte,2023,51.75,52.92,-1.17,-3.71,-8.25,55.46,60.0,841,49340.04,0.721,53.39,True,1
1602436,MUNICIPIO_AP_2436,AP,16,Norte,2024,53.39,51.75,1.64,-2.98,-11.61,56.37,65.0,841,49340.04,0.721,52.93,True,1
1602463,MUNICIPIO_AP_2463,AP,16,Norte,2022,49.17,,,0.03,-6.83,49.14,56.0,173,83180.51,0.755,53.61,True,1
1602463,MUNICIPIO_AP_2463,AP,16,Norte,2023,53.61,49.17,4.44,1.26,-6.39,52.35,60.0,173,83180.51,0.755,53.22,True,1
1602463,MUNICIPIO_AP_2463,AP,16,Norte,2024,53.22,53.61,-0.39,-2.04,-11.78,55.26,65.0,173,83180.51,0.755,53.51,True,1
1602490,MUNICIPIO_AP_2490,AP,16,Norte,2022,64.72,,,4.53,8.72,60.19,56.0,985,34110.96,0.786,66.89,True,1
1602490,MUNICIPIO_AP_2490,AP,16,Norte,2023,66.89,64.72,2.17,4.18,6.89,62.71,60.0,985,34110.96,0.786,70.67,True,1
1602490,MUNICIPIO_AP_2490,AP,16,Norte,2024,70.67,66.89,3.78,4.72,5.67,65.95,65.0,985,34110.96,0.786,73.51,True,1
1602517,MUNICIPIO_AP_2517,AP,16,Norte,2022,68.6,,,3.39,12.6,65.21,56.0,610,84401.3,0.815,69.65,True,1
1602517,MUNICIPIO_AP_2517,AP,16,Norte,2023,69.65,68.6,1.05,-1.15,9.65,70.8,60.0,610,84401.3,0.815,73.46,True,1
1602517,MUNICIPIO_AP_2517,AP,16,Norte,2024,73.46,69.65,3.81,2.95,8.46,70.51,65.0,610,84401.3,0.815,70.13,True,1
1602544,MUNICIPIO_AP_2544,AP,16,Norte,2022,61.05,,,1.71,5.05,59.34,56.0,269,39875.67,0.825,64.11,True,1
1602544,MUNICIPIO_AP_2544,AP,16,Norte,2023,64.11,61.05,3.06,-0.32,4.11,64.43,60.0,269,39875.67,0.825,66.93,True,1
1602544,MUNICIPIO_AP_2544,AP,16,Norte,2024,66.93,64.11,2.82,-1.01,1.93,67.94,65.0,269,39875.67,0.825,69.54,True,1
1602571,MUNICIPIO_AP_2571,AP,16,Norte,2022,58.89,,,-4.81,2.89,63.7,56.0,125,93926.3,0.805,61.51,True,1
1602571,MUNICIPIO_AP_2571,AP,16,Norte,2023,61.51,58.89,2.62,-3.34,1.51,64.85,60.0,125,93926.3,0.805,62.89,True,1
1602571,MUNICIPIO_AP_2571,AP,16,Norte,2024,62.89,61.51,1.38,-4.16,-2.11,67.05,65.0,125,93926.3,0.805,59.59,True,1
1602598,MUNICIPIO_AP_2598,AP,16,Norte,2022,50.1,,,-1.82,-5.9,51.92,56.0,2998,60395.45,0.753,50.06,True,1
1602598,MUNICIPIO_AP_2598,AP,16,Norte,2023,50.06,50.1,-0.04,-4.69,-9.94,54.75,60.0,2998,60395.45,0.753,50.25,True,1
1602598,MUNICIPIO_AP_2598,AP,16,Norte,2024,50.25,50.06,0.19,-4.58,-14.75,54.83,65.0,2998,60395.45,0.753,52.41,True,1
1602625,MUNICIPIO_AP_2625,AP,16,Norte,2022,70.84,,,4.46,14.84,66.38,56.0,3183,64000.24,0.788,67.86,True,1
1602625,MUNICIPIO_AP_2625,AP,16,Norte,2023,67.86,70.84,-2.98,-1.48,7.86,69.34,60.0,3183,64000.24,0.788,71.93,True,1
1602625,MUNICIPIO_AP_2625,AP,16,Norte,2024,71.93,67.86,4.07,-0.57,6.93,72.5,65.0,3183,64000.24,0.788,66.24,True,1
1602652,MUNICIPIO_AP_2652,AP,16,Norte,2022,53.6,,,-2.49,-2.4,56.09,56.0,3148,89087.07,0.768,54.27,True,1
1602652,MUNICIPIO_AP_2652,AP,16,Norte,2023,54.27,53.6,0.67,-3.49,-5.73,57.76,60.0,3148,89087.07,0.768,55.31,True,1
1602652,MUNICIPIO_AP_2652,AP,16,Norte,2024,55.31,54.27,1.04,-5.9,-9.69,61.21,65.0,3148,89087.07,0.768,56.62,True,1
1602679,MUNICIPIO_AP_2679,AP,16,Norte,2022,58.72,,,-2.64,2.72,61.36,56.0,1265,31825.55,0.859,59.98,True,1
1602679,MUNICIPIO_AP_2679,AP,16,Norte,2023,59.98,58.72,1.26,-5.3,-0.02,65.28,60.0,1265,31825.55,0.859,60.33,True,1
1602679,MUNICIPIO_AP_2679,AP,16,Norte,2024,60.33,59.98,0.35,-7.46,-4.67,67.79,65.0,1265,31825.55,0.859,58.3,True,1
1602706,MUNICIPIO_AP_2706,AP,16,Norte,2022,74.53,,,0.9,18.53,73.63,56.0,383,86040.33,0.803,79.14,True,1
1602706,MUNICIPIO_AP_2706,AP,16,Norte,2023,79.14,74.53,4.61,6.99,19.14,72.15,60.0,383,86040.33,0.803,83.35,True,1
1602706,MUNICIPIO_AP_2706,AP,16,Norte,2024,83.35,79.14,4.21,7.32,18.35,76.03,65.0,383,86040.33,0.803,81.49,True,1
1602733,MUNICIPIO_AP_2733,AP,16,Norte,2022,62.76,,,0.29,6.76,62.47,56.0,987,90263.6,0.811,67.26,True,1
1602733,MUNICIPIO_AP_2733,AP,16,Norte,2023,67.26,62.76,4.5,2.66,7.26,64.6,60.0,987,90263.6,0.811,70.04,True,1
1602733,MUNICIPIO_AP_2733,AP,16,Norte,2024,70.04,67.26,2.78,2.27,5.04,67.77,65.0,987,90263.6,0.811,75.86,True,1
1602760,MUNICIPIO_AP_2760,AP,16,Norte,2022,66.62,,,-0.93,10.62,67.55,56.0,523,79560.8,0.769,65.32,True,1
1602760,MUNICIPIO_AP_2760,AP,16,Norte,2023,65.32,66.62,-1.3,-2.3,5.32,67.62,60.0,523,79560.8,0.769,64.56,True,1
1602760,MUNICIPIO_AP_2760,AP,16,Norte,2024,64.56,65.32,-0.76,-7.59,-0.44,72.15,65.0,523,79560.8,0.769,62.69,True,1
1602787,MUNICIPIO_AP_2787,AP,16,Norte,2022,66.0,,,-2.78,10.0,68.78,56.0,836,63075.07,0.801,66.43,True,1
1602787,MUNICIPIO_AP_2787,AP,16,Norte,2023,66.43,66.0,0.43,-2.54,6.43,68.97,60.0,836,63075.07,0.801,63.07,True,1
1602787,MUNICIPIO_AP_2787,AP,16,Norte,2024,63.07,66.43,-3.36,-6.78,-1.93,69.85,65.0,836,63075.07,0.801,62.68,True,1
1602814,MUNICIPIO_AP_2814,AP,16,Norte,2022,68.43,,,-8.06,12.43,76.49,56.0,902,53317.79,0.88,72.41,True,1
1602814,MUNICIPIO_AP_2814,AP,16,Norte,2023,72.41,68.43,3.98,-5.88,12.41,78.29,60.0,902,53317.79,0.88,72.52,True,1
1602814,MUNICIPIO_AP_2814,AP,16,Norte,2024,72.52,72.41,0.11,-7.91,7.52,80.43,65.0,902,53317.79,0.88,76.25,True,1
1602841,MUNICIPIO_AP_2841,AP,16,Norte,2022,64.02,,,2.82,8.02,61.2,56.0,5613,39653.96,0.795,63.94,True,1
1602841,MUNICIPIO_AP_2841,AP,16,Norte,2023,63.94,64.02,-0.08,-0.22,3.94,64.16,60.0,5613,39653.96,0.795,63.73,True,1
1602841,MUNICIPIO_AP_2841,AP,16,Norte,2024,63.73,63.94,-0.21,-4.31,-1.27,68.04,65.0,5613,39653.96,0.795,65.13,True,1
1602868,MUNICIPIO_AP_2868,AP,16,Norte,2022,72.36,,,4.34,16.36,68.02,56.0,1546,51190.76,0.842,72.36,True,1
1602868,MUNICIPIO_AP_2868,AP,16,Norte,2023,72.36,72.36,0.0,0.87,12.36,71.49,60.0,1546,51190.76,0.842,73.76,True,1
1602868,MUNICIPIO_AP_2868,AP,16,Norte,2024,73.76,72.36,1.4,-0.3,8.76,74.06,65.0,1546,51190.76,0.842,77.71,True,1
1602895,MUNICIPIO_AP_2895,AP,16,Norte,2022,55.89,,,-5.08,-0.11,60.97,56.0,742,42943.56,0.722,54.94,True,1
1602895,MUNICIPIO_AP_2895,AP,16,Norte,2023,54.94,55.89,-0.95,-9.68,-5.06,64.62,60.0,742,42943.56,0.722,56.83,True,1
1602895,MUNICIPIO_AP_2895,AP,16,Norte,2024,56.83,54.94,1.89,-6.36,-8.17,63.19,65.0,742,42943.56,0.722,58.7,True,1
1602922,MUNICIPIO_AP_2922,AP,16,Norte,2022,76.33,,,0.82,20.33,75.51,56.0,391,29741.62,0.85,78.6,True,1
1602922,MUNICIPIO_AP_2922,AP,16,Norte,2023,78.6,76.33,2.27,4.47,18.6,74.13,60.0,391,29741.62,0.85,76.94,True,1
1602922,MUNICIPIO_AP_2922,AP,16,Norte,2024,76.94,78.6,-1.66,-1.8,11.94,78.74,65.0,391,29741.62,0.85,79.32,True,1
1602949,MUNICIPIO_AP_2949,AP,16,Norte,2022,55.98,,,1.74,-0.02,54.24,56.0,467,50406.3,0.791,56.53,True,1
1602949,MUNICIPIO_AP_2949,AP,16,Norte,2023,56.53,55.98,0.55,-2.5,-3.47,59.03,60.0,467,50406.3,0.791,57.91,True,1
1602949,MUNICIPIO_AP_2949,AP,16,Norte,2024,57.91,56.53,1.38,-3.79,-7.09,61.7,65.0,467,50406.3,0.791,62.94,True,1
1602976,MUNICIPIO_AP_2976,AP,16,Norte,2022,71.99,,,-1.73,15.99,73.72,56.0,822,47917.57,0.88,78.13,True,1
1602976,MUNICIPIO_AP_2976,AP,16,Norte,2023,78.13,71.99,6.14,-0.94,18.13,79.07,60.0,822,47917.57,0.88,75.57,True,1
1602976,MUNICIPIO_AP_2976,AP,16,Norte,2024,75.57,78.13,-2.56,-2.94,10.57,78.51,65.0,822,47917.57,0.88,75.28,True,1
1603003,MUNICIPIO_AP_3003,AP,16,Norte,2022,51.02,,,-5.94,-4.98,56.96,56.0,605,36916.65,0.786,46.25,False,0
1603003,MUNICIPIO_AP_3003,AP,16,Norte,2023,46.25,51.02,-4.77,-13.82,-13.75,60.07,60.0,605,36916.65,0.786,46.4,False,0
1603003,MUNICIPIO_AP_3003,AP,16,Norte,2024,46.4,46.25,0.15,-12.55,-18.6,58.95,65.0,605,36916.65,0.786,48.16,False,0
1603030,MUNICIPIO_AP_3030,AP,16,Norte,2022,77.91,,,-0.59,21.91,78.5,56.0,756,35110.5,0.841,76.05,True,1
1603030,MUNICIPIO_AP_3030,AP,16,Norte,2023,76.05,77.91,-1.86,-3.27,16.05,79.32,60.0,756,35110.5,0.841,84.06,True,1
1603030,MUNICIPIO_AP_3030,AP,16,Norte,2024,84.06,76.05,8.01,2.53,19.06,81.53,65.0,756,35110.5,0.841,85.76,True,1
1603057,MUNICIPIO_AP_3057,AP,16,Norte,2022,47.57,,,1.15,-8.43,46.42,56.0,130,44944.73,0.704,50.21,True,1
1603057,MUNICIPIO_AP_3057,AP,16,Norte,2023,50.21,47.57,2.64,0.27,-9.79,49.94,60.0,130,44944.73,0.704,56.33,True,1
1603057,MUNICIPIO_AP_3057,AP,16,Norte,2024,56.33,50.21,6.12,5.74,-8.67,50.59,65.0,130,44944.73,0.704,61.31,True,1
1603084,MUNICIPIO_AP_3084,AP,16,Norte,2022,61.04,,,1.81,5.04,59.23,56.0,10191,58257.27,0.823,56.23,True,1
1603084,MUNICIPIO_AP_3084,AP,16,Norte,2023,56.23,61.04,-4.81,-5.29,-3.77,61.52,60.0,10191,58257.27,0.823,62.36,True,1
1603084,MUNICIPIO_AP_3084,AP,16,Norte,2024,62.36,56.23,6.13,-0.84,-2.64,63.2,65.0,10191,58257.27,0.823,59.63,True,1
1603111,MUNICIPIO_AP_3111,AP,16,Norte,2022,55.38,,,1.84,-0.62,53.54,56.0,1074,93592.4,0.722,59.42,True,1
1603111,MUNICIPIO_AP_3111,AP,16,Norte,2023,59.42,55.38,4.04,6.3,-0.58,53.12,60.0,1074,93592.4,0.722,59.59,True,1
1603111,MUNICIPIO_AP_3111,AP,16,Norte,2024,59.59,59.42,0.17,3.34,-5.41,56.25,65.0,1074,93592.4,0.722,57.81,True,1
1603138,MUNICIPIO_AP_3138,AP,16,Norte,2022,51.33,,,-0.86,-4.67,52.19,56.0,1863,50308.94,0.739,52.24,True,1
1603138,MUNICIPIO_AP_3138,AP,16,Norte,2023,52.24,51.33,0.91,-1.85,-7.76,54.09,60.0,1863,50308.94,0.739,51.95,True,1
1603138,MUNICIPIO_AP_3138,AP,16,Norte,2024,51.95,52.24,-0.29,-4.49,-13.05,56.44,65.0,1863,50308.94,0.739,51.58,True,1
1603165,MUNICIPIO_AP_3165,AP,16,Norte,2022,72.11,,,-3.52,16.11,75.63,56.0,160,62371.54,0.854,76.27,True,1
1603165,MUNICIPIO_AP_3165,AP,16,Norte,2023,76.27,72.11,4.16,2.02,16.27,74.25,60.0,160,62371.54,0.854,72.78,True,1
1603165,MUNICIPIO_AP_3165,AP,16,Norte,2024,72.78,76.27,-3.49,-4.93,7.78,77.71,65.0,160,62371.54,0.854,71.2,True,1
1603192,MUNICIPIO_AP_3192,AP,16,Norte,2022,58.72,,,-6.01,2.72,64.73,56.0,2009,50243.64,0.816,57.18,True,1
1603192,MUNICIPIO_AP_3192,AP,16,Norte,2023,57.18,58.72,-1.54,-8.36,-2.82,65.54,60.0,2009,50243.64,0.816,58.33,True,1
1603192,MUNICIPIO_AP_3192,AP,16,Norte,2024,58.33,57.18,1.15,-9.79,-6.67,68.12,65.0,2009,50243.64,0.816,60.49,True,1
1603219,MUNICIPIO_AP_3219,AP,16,Norte,2022,68.06,,,0.24,12.06,67.82,56.0,7480,91451.41,0.804,71.37,True,1
1603219,MUNICIPIO_AP_3219,AP,16,Norte,2023,71.37,68.06,3.31,3.6,11.37,67.77,60.0,7480,91451.41,0.804,76.72,True,1
1603219,MUNICIPIO_AP_3219,AP,16,Norte,2024,76.72,71.37,5.35,3.74,11.72,72.98,65.0,7480,91451.41,0.804,77.43,True,1
1603246,MUNICIPIO_AP_3246,AP,16,Norte,2022,67.1,,,3.02,11.1,64.08,56.0,910,63296.06,0.831,69.89,True,1
1603246,MUNICIPIO_AP_3246,AP,16,Norte,2023,69.89,67.1,2.79,2.41,9.89,67.48,60.0,910,63296.06,0.831,68.79,True,1
1603246,MUNICIPIO_AP_3246,AP,16,Norte,2024,68.79,69.89,-1.1,0.28,3.79,68.51,65.0,910,63296.06,0.831,72.57,True,1
1603273,MUNICIPIO_AP_3273,AP,16,Norte,2022,55.21,,,6.85,-0.79,48.36,56.0,3262,45749.93,0.733,54.26,True,1
1603273,MUNICIPIO_AP_3273,AP,16,Norte,2023,54.26,55.21,-0.95,0.88,-5.74,53.38,60.0,3262,45749.93,0.733,49.78,False,0
1603273,MUNICIPIO_AP_3273,AP,16,Norte,2024,49.78,54.26,-4.48,-5.24,-15.22,55.02,65.0,3262,45749.93,0.733,49.69,False,0
1603300,MUNICIPIO_AP_3300,AP,16,Norte,2022,67.24,,,-0.53,11.24,67.77,56.0,435,63707.43,0.755,68.68,True,1
1603300,MUNICIPIO_AP_3300,AP,16,Norte,2023,68.68,67.24,1.44,2.47,8.68,66.21,60.0,435,63707.43,0.755,70.12,True,1
1603300,MUNICIPIO_AP_3300,AP,16,Norte,2024,70.12,68.68,1.44,1.37,5.12,68.75,65.0,435,63707.43,0.755,66.92,True,1
1603327,MUNICIPIO_AP_3327,AP,16,Norte,2022,54.34,,,-9.48,-1.66,63.82,56.0,1240,59539.42,0.756,57.78,True,1
1603327,MUNICIPIO_AP_3327,AP,16,Norte,2023,57.78,54.34,3.44,-7.34,-2.22,65.12,60.0,1240,59539.42,0.756,59.62,True,1
1603327,MUNICIPIO_AP_3327,AP,16,Norte,2024,59.62,57.78,1.84,-4.11,-5.38,63.73,65.0,1240,59539.42,0.756,62.23,True,1
1603354,MUNICIPIO_AP_3354,AP,16,Norte,2022,52.52,,,-0.68,-3.48,53.2,56.0,1539,25774.12,0.736,58.94,True,1
1603354,MUNICIPIO_AP_3354,AP,16,Norte,2023,58.94,52.52,6.42,5.77,-1.06,53.17,60.0,1539,25774.12,0.736,60.52,True,1
1603354,MUNICIPIO_AP_3354,AP,16,Norte,2024,60.52,58.94,1.58,8.06,-4.48,52.46,65.0,1539,25774.12,0.736,58.88,True,1
1603381,MUNICIPIO_AP_3381,AP,16,Norte,2022,50.47,,,0.71,-5.53,49.76,56.0,732,71619.37,0.722,54.48,True,1
1603381,MUNICIPIO_AP_3381,AP,16,Norte,2023,54.48,50.47,4.01,2.77,-5.52,51.71,60.0,732,71619.37,0.722,53.12,True,1
