id_municipio,nome,sigla_uf,id_uf,nome_uf,regiao,ano,indicador_alfabetizacao,meta_municipio,meta_nacional,gap_vs_meta_municipio,gap_vs_meta_nacional,status_meta_municipio,meta_atingida,quantidade_matriculas,PIB_per_capita,IDHM
1400868,MUNICIPIO_RR_868,RR,14,RORAIMA,Norte,2021,51.54,51.02,52.0,0.51,-0.46,ATINGIDA,True,2460,73846.02,0.726
1400868,MUNICIPIO_RR_868,RR,14,RORAIMA,Norte,2022,47.26,54.32,56.0,-7.06,-8.74,NAO_ATINGIDA,False,2460,73846.02,0.726
1400868,MUNICIPIO_RR_868,RR,14,RORAIMA,Norte,2023,53.24,56.35,60.0,-3.1,-6.76,NAO_ATINGIDA,True,2460,73846.02,0.726
1400868,MUNICIPIO_RR_868,RR,14,RORAIMA,Norte,2024,58.58,56.24,65.0,2.34,-6.42,ATINGIDA,True,2460,73846.02,0.726
1500869,MUNICIPIO_PA_869,PA,15,PARA,Norte,2021,54.78,55.34,52.0,-0.55,2.78,NAO_ATINGIDA,True,1767,48353.81,0.761
1500869,MUNICIPIO_PA_869,PA,15,PARA,Norte,2022,55.36,58.96,56.0,-3.6,-0.64,NAO_ATINGIDA,True,1767,48353.81,0.761
1500869,MUNICIPIO_PA_869,PA,15,PARA,Norte,2023,54.33,58.67,60.0,-4.34,-5.67,NAO_ATINGIDA,True,1767,48353.81,0.761
1500869,MUNICIPIO_PA_869,PA,15,PARA,Norte,2024,57.94,61.21,65.0,-3.27,-7.06,NAO_ATINGIDA,True,1767,48353.81,0.761
1600870,MUNICIPIO_AP_870,AP,16,AMAPA,Norte,2021,68.79,70.13,52.0,-1.34,16.79,NAO_ATINGIDA,True,3197,81647.09,0.847
1600870,MUNICIPIO_AP_870,AP,16,AMAPA,Norte,2022,71.3,70.55,56.0,0.75,15.3,ATINGIDA,True,3197,81647.09,0.847
1600870,MUNICIPIO_AP_870,AP,16,AMAPA,Norte,2023,78.66,72.59,60.0,6.07,18.66,ATINGIDA,True,3197,81647.09,0.847
1600870,MUNICIPIO_AP_870,AP,16,AMAPA,Norte,2024,77.17,73.57,65.0,3.61,12.17,ATINGIDA,True,3197,81647.09,0.847
1700871,MUNICIPIO_TO_871,TO,17,TOCANTINS,Norte,2021,47.2,47.6,52.0,-0.4,-4.8,NAO_ATINGIDA,False,467,13839.24,0.704
1700871,MUNICIPIO_TO_871,TO,17,TOCANTINS,Norte,2022,45.51,48.7,56.0,-3.19,-10.49,NAO_ATINGIDA,False,467,13839.24,0.704
1700871,MUNICIPIO_TO_871,TO,17,TOCANTINS,Norte,2023,48.61,50.88,60.0,-2.27,-11.39,NAO_ATINGIDA,False,467,13839.24,0.704
1700871,MUNICIPIO_TO_871,TO,17,TOCANTINS,Norte,2024,44.81,52.95,65.0,-8.14,-20.19,NAO_ATINGIDA,False,467,13839.24,0.704
2100872,MUNICIPIO_MA_872,MA,21,MARANHAO,Nordeste,2021,72.27,67.09,52.0,5.18,20.27,ATINGIDA,True,3785,84277.27,0.832
2100872,MUNICIPIO_MA_872,MA,21,MARANHAO,Nordeste,2022,70.91,65.02,56.0,5.88,14.91,ATINGIDA,True,3785,84277.27,0.832
2100872,MUNICIPIO_MA_872,MA,21,MARANHAO,Nordeste,2023,75.64,68.12,60.0,7.52,15.64,ATINGIDA,True,3785,84277.27,0.832
2100872,MUNICIPIO_MA_872,MA,21,MARANHAO,Nordeste,2024,76.88,71.38,65.0,5.5,11.88,ATINGIDA,True,3785,84277.27,0.832
2200873,MUNICIPIO_PI_873,PI,22,PIAUI,Nordeste,2021,49.13,48.18,52.0,0.95,-2.87,ATINGIDA,False,293,44791.34,0.731
2200873,MUNICIPIO_PI_873,PI,22,PIAUI,Nordeste,2022,49.41,51.56,56.0,-2.14,-6.59,NAO_ATINGIDA,False,293,44791.34,0.731
2200873,MUNICIPIO_PI_873,PI,22,PIAUI,Nordeste,2023,46.58,54.76,60.0,-8.18,-13.42,NAO_ATINGIDA,False,293,44791.34,0.731
2200873,MUNICIPIO_PI_873,PI,22,PIAUI,Nordeste,2024,49.16,54.53,65.0,-5.36,-15.84,NAO_ATINGIDA,False,293,44791.34,0.731
2300874,MUNICIPIO_CE_874,CE,23,CEARA,Nordeste,2021,72.44,72.36,52.0,0.08,20.44,ATINGIDA,True,756,66507.98,0.88
2300874,MUNICIPIO_CE_874,CE,23,CEARA,Nordeste,2022,76.56,77.34,56.0,-0.79,20.56,NAO_ATINGIDA,True,756,66507.98,0.88
2300874,MUNICIPIO_CE_874,CE,23,CEARA,Nordeste,2023,82.23,78.52,60.0,3.71,22.23,ATINGIDA,True,756,66507.98,0.88
2300874,MUNICIPIO_CE_874,CE,23,CEARA,Nordeste,2024,83.09,81.26,65.0,1.83,18.09,ATINGIDA,True,756,66507.98,0.88
2400875,MUNICIPIO_RN_875,RN,24,RIO GRANDE DO NORTE,Nordeste,2021,62.59,63.43,52.0,-0.84,10.59,NAO_ATINGIDA,True,1870,20305.37,0.847
2400875,MUNICIPIO_RN_875,RN,24,RIO GRANDE DO NORTE,Nordeste,2022,63.6,64.35,56.0,-0.75,7.6,NAO_ATINGIDA,True,1870,20305.37,0.847
2400875,MUNICIPIO_RN_875,RN,24,RIO GRANDE DO NORTE,Nordeste,2023,66.93,67.4,60.0,-0.47,6.93,NAO_ATINGIDA,True,1870,20305.37,0.847
2400875,MUNICIPIO_RN_875,RN,24,RIO GRANDE DO NORTE,Nordeste,2024,67.44,68.78,65.0,-1.35,2.44,NAO_ATINGIDA,True,1870,20305.37,0.847
2500876,MUNICIPIO_PB_876,PB,25,PARAIBA,Nordeste,2021,65.39,64.46,52.0,0.93,13.39,ATINGIDA,True,1956,21960.23,0.745
2500876,MUNICIPIO_PB_876,PB,25,PARAIBA,Nordeste,2022,69.13,61.98,56.0,7.15,13.13,ATINGIDA,True,1956,21960.23,0.745
2500876,MUNICIPIO_PB_876,PB,25,PARAIBA,Nordeste,2023,69.44,64.31,60.0,5.13,9.44,ATINGIDA,True,1956,21960.23,0.745
2500876,MUNICIPIO_PB_876,PB,25,PARAIBA,Nordeste,2024,71.87,66.01,65.0,5.86,6.87,ATINGIDA,True,1956,21960.23,0.745
2600877,MUNICIPIO_PE_877,PE,26,PERNAMBUCO,Nordeste,2021,68.7,65.99,52.0,2.7,16.7,ATINGIDA,True,1296,64262.83,0.818
2600877,MUNICIPIO_PE_877,PE,26,PERNAMBUCO,Nordeste,2022,65.69,68.55,56.0,-2.85,9.69,NAO_ATINGIDA,True,1296,64262.83,0.818
2600877,MUNICIPIO_PE_877,PE,26,PERNAMBUCO,Nordeste,2023,66.22,69.04,60.0,-2.81,6.22,NAO_ATINGIDA,True,1296,64262.83,0.818
2600877,MUNICIPIO_PE_877,PE,26,PERNAMBUCO,Nordeste,2024,71.73,72.14,65.0,-0.41,6.73,NAO_ATINGIDA,True,1296,64262.83,0.818
2700878,MUNICIPIO_AL_878,AL,27,ALAGOAS,Nordeste,2021,58.79,60.52,52.0,-1.73,6.79,NAO_ATINGIDA,True,1631,29984.99,0.781
2700878,MUNICIPIO_AL_878,AL,27,ALAGOAS,Nordeste,2022,57.21,61.71,56.0,-4.49,1.21,NAO_ATINGIDA,True,1631,29984.99,0.781
2700878,MUNICIPIO_AL_878,AL,27,ALAGOAS,Nordeste,2023,57.51,62.34,60.0,-4.82,-2.49,NAO_ATINGIDA,True,1631,29984.99,0.781
2700878,MUNICIPIO_AL_878,AL,27,ALAGOAS,Nordeste,2024,59.49,66.21,65.0,-6.73,-5.51,NAO_ATINGIDA,True,1631,29984.99,0.781
2800879,MUNICIPIO_SE_879,SE,28,SERGIPE,Nordeste,2021,54.22,56.62,52.0,-2.4,2.22,NAO_ATINGIDA,True,1702,36552.51,0.754
2800879,MUNICIPIO_SE_879,SE,28,SERGIPE,Nordeste,2022,60.96,58.89,56.0,2.07,4.96,ATINGIDA,True,1702,36552.51,0.754
2800879,MUNICIPIO_SE_879,SE,28,SERGIPE,Nordeste,2023,62.1,59.26,60.0,2.84,2.1,ATINGIDA,True,1702,36552.51,0.754
2800879,MUNICIPIO_SE_879,SE,28,SERGIPE,Nordeste,2024,68.15,59.16,65.0,8.98,3.15,ATINGIDA,True,1702,36552.51,0.754
2900880,MUNICIPIO_BA_880,BA,29,BAHIA,Nordeste,2021,72.7,71.29,52.0,1.41,20.7,ATINGIDA,True,620,62074.55,0.88
2900880,MUNICIPIO_BA_880,BA,29,BAHIA,Nordeste,2022,76.12,77.69,56.0,-1.58,20.12,NAO_ATINGIDA,True,620,62074.55,0.88
2900880,MUNICIPIO_BA_880,BA,29,BAHIA,Nordeste,2023,79.76,74.82,60.0,4.95,19.76,ATINGIDA,True,620,62074.55,0.88
2900880,MUNICIPIO_BA_880,BA,29,BAHIA,Nordeste,2024,80.08,76.9,65.0,3.18,15.08,ATINGIDA,True,620,62074.55,0.88
3100881,MUNICIPIO_MG_881,MG,31,MINAS GERAIS,Sudeste,2021,56.88,60.94,52.0,-4.05,4.88,NAO_ATINGIDA,True,9571,31813.32,0.814
3100881,MUNICIPIO_MG_881,MG,31,MINAS GERAIS,Sudeste,2022,57.1,61.06,56.0,-3.95,1.1,NAO_ATINGIDA,True,9571,31813.32,0.814
3100881,MUNICIPIO_MG_881,MG,31,MINAS GERAIS,Sudeste,2023,58.5,61.43,60.0,-2.93,-1.5,NAO_ATINGIDA,True,9571,31813.32,0.814
3100881,MUNICIPIO_MG_881,MG,31,MINAS GERAIS,Sudeste,2024,57.28,63.62,65.0,-6.35,-7.72,NAO_ATINGIDA,True,9571,31813.32,0.814
3200882,MUNICIPIO_ES_882,ES,32,ESPIRITO SANTO,Sudeste,2021,58.89,55.16,52.0,3.74,6.89,ATINGIDA,True,375,83340.8,0.724
3200882,MUNICIPIO_ES_882,ES,32,ESPIRITO SANTO,Sudeste,2022,61.54,52.85,56.0,8.7,5.54,ATINGIDA,True,375,83340.8,0.724
3200882,MUNICIPIO_ES_882,ES,32,ESPIRITO SANTO,Sudeste,2023,63.37,58.35,60.0,5.02,3.37,ATINGIDA,True,375,83340.8,0.724
3200882,MUNICIPIO_ES_882,ES,32,ESPIRITO SANTO,Sudeste,2024,64.12,60.42,65.0,3.7,-0.88,ATINGIDA,True,375,83340.8,0.724
3300883,MUNICIPIO_RJ_883,RJ,33,RIO DE JANEIRO,Sudeste,2021,63.92,66.09,52.0,-2.17,11.92,NAO_ATINGIDA,True,1127,91183.31,0.853
3300883,MUNICIPIO_RJ_883,RJ,33,RIO DE JANEIRO,Sudeste,2022,63.58,67.62,56.0,-4.04,7.58,NAO_ATINGIDA,True,1127,91183.31,0.853
3300883,MUNICIPIO_RJ_883,RJ,33,RIO DE JANEIRO,Sudeste,2023,67.67,67.83,60.0,-0.16,7.67,NAO_ATINGIDA,True,1127,91183.31,0.853
3300883,MUNICIPIO_RJ_883,RJ,33,RIO DE JANEIRO,Sudeste,2024,66.68,70.96,65.0,-4.28,1.68,NAO_ATINGIDA,True,1127,91183.31,0.853
3500884,MUNICIPIO_SP_884,SP,35,SAO PAULO,Sudeste,2021,60.6,56.95,52.0,3.64,8.6,ATINGIDA,True,962,63675.29,0.787
3500884,MUNICIPIO_SP_884,SP,35,SAO PAULO,Sudeste,2022,61.78,57.99,56.0,3.79,5.78,ATINGIDA,True,962,63675.29,0.787
3500884,MUNICIPIO_SP_884,SP,35,SAO PAULO,Sudeste,2023,60.37,60.57,60.0,-0.21,0.37,NAO_ATINGIDA,True,962,63675.29,0.787
3500884,MUNICIPIO_SP_884,SP,35,SAO PAULO,Sudeste,2024,62.11,63.56,65.0,-1.46,-2.89,NAO_ATINGIDA,True,962,63675.29,0.787
4100885,MUNICIPIO_PR_885,PR,41,PARANA,Sul,2021,54.25,54.54,52.0,-0.29,2.25,NAO_ATINGIDA,True,2665,26543.62,0.755
4100885,MUNICIPIO_PR_885,PR,41,PARANA,Sul,2022,57.0,53.67,56.0,3.33,1.0,ATINGIDA,True,2665,26543.62,0.755
4100885,MUNICIPIO_PR_885,PR,41,PARANA,Sul,2023,60.83,57.91,60.0,2.92,0.83,ATINGIDA,True,2665,26543.62,0.755
4100885,MUNICIPIO_PR_885,PR,41,PARANA,Sul,2024,60.13,61.91,65.0,-1.78,-4.87,NAO_ATINGIDA,True,2665,26543.62,0.755
4200886,MUNICIPIO_SC_886,SC,42,SANTA CATARINA,Sul,2021,59.07,60.29,52.0,-1.22,7.07,NAO_ATINGIDA,True,1044,84194.43,0.801
4200886,MUNICIPIO_SC_886,SC,42,SANTA CATARINA,Sul,2022,61.35,62.1,56.0,-0.75,5.35,NAO_ATINGIDA,True,1044,84194.43,0.801
4200886,MUNICIPIO_SC_886,SC,42,SANTA CATARINA,Sul,2023,64.46,60.23,60.0,4.24,4.46,ATINGIDA,True,1044,84194.43,0.801
4200886,MUNICIPIO_SC_886,SC,42,SANTA CATARINA,Sul,2024,62.21,66.05,65.0,-3.83,-2.79,NAO_ATINGIDA,True,1044,84194.43,0.801
4300887,MUNICIPIO_RS_887,RS,43,RIO GRANDE DO SUL,Sul,2021,49.68,51.98,52.0,-2.3,-2.32,NAO_ATINGIDA,False,117,17877.62,0.794
4300887,MUNICIPIO_RS_887,RS,43,RIO GRANDE DO SUL,Sul,2022,50.9,53.06,56.0,-2.16,-5.1,NAO_ATINGIDA,True,117,17877.62,0.794
4300887,MUNICIPIO_RS_887,RS,43,RIO GRANDE DO SUL,Sul,2023,46.82,54.75,60.0,-7.92,-13.18,NAO_ATINGIDA,False,117,17877.62,0.794
4300887,MUNICIPIO_RS_887,RS,43,RIO GRANDE DO SUL,Sul,2024,46.8,55.93,65.0,-9.13,-18.2,NAO_ATINGIDA,False,117,17877.62,0.794
5000888,MUNICIPIO_MS_888,MS,50,MATO GROSSO DO SUL,Centro-Oeste,2021,70.96,68.5,52.0,2.47,18.96,ATINGIDA,True,3838,57143.18,0.842
5000888,MUNICIPIO_MS_888,MS,50,MATO GROSSO DO SUL,Centro-Oeste,2022,71.16,68.74,56.0,2.41,15.16,ATINGIDA,True,3838,57143.18,0.842
5000888,MUNICIPIO_MS_888,MS,50,MATO GROSSO DO SUL,Centro-Oeste,2023,68.18,73.93,60.0,-5.75,8.18,NAO_ATINGIDA,True,3838,57143.18,0.842
5000888,MUNICIPIO_MS_888,MS,50,MATO GROSSO DO SUL,Centro-Oeste,2024,73.57,73.98,65.0,-0.41,8.57,NAO_ATINGIDA,True,3838,57143.18,0.842
5100889,MUNICIPIO_MT_889,MT,51,MATO GROSSO,Centro-Oeste,2021,67.0,66.18,52.0,0.81,15.0,ATINGIDA,True,1038,19929.51,0.84
5100889,MUNICIPIO_MT_889,MT,51,MATO GROSSO,Centro-Oeste,2022,69.67,68.44,56.0,1.23,13.67,ATINGIDA,True,1038,19929.51,0.84
5100889,MUNICIPIO_MT_889,MT,51,MATO GROSSO,Centro-Oeste,2023,74.9,72.54,60.0,2.36,14.9,ATINGIDA,True,1038,19929.51,0.84
5100889,MUNICIPIO_MT_889,MT,51,MATO GROSSO,Centro-Oeste,2024,78.58,73.34,65.0,5.24,13.58,ATINGIDA,True,1038,19929.51,0.84
5200890,MUNICIPIO_GO_890,GO,52,GOIAS,Centro-Oeste,2021,76.37,71.98,52.0,4.39,24.37,ATINGIDA,True,320,48277.48,0.852
5200890,MUNICIPIO_GO_890,GO,52,GOIAS,Centro-Oeste,2022,80.84,71.47,56.0,9.37,24.84,ATINGIDA,True,320,48277.48,0.852
5200890,MUNICIPIO_GO_890,GO,52,GOIAS,Centro-Oeste,2023,81.13,73.64,60.0,7.49,21.13,ATINGIDA,True,320,48277.48,0.852
5200890,MUNICIPIO_GO_890,GO,52,GOIAS,Centro-Oeste,2024,85.12,75.4,65.0,9.72,20.12,ATINGIDA,True,320,48277.48,0.852
5300891,MUNICIPIO_DF_891,DF,53,DISTRITO FEDERAL,Centro-Oeste,2021,51.6,47.59,52.0,4.0,-0.4,ATINGIDA,True,812,91499.0,0.777
5300891,MUNICIPIO_DF_891,DF,53,DISTRITO FEDERAL,Centro-Oeste,2022,49.06,53.29,56.0,-4.24,-6.94,NAO_ATINGIDA,False,812,91499.0,0.777
5300891,MUNICIPIO_DF_891,DF,53,DISTRITO FEDERAL,Centro-Oeste,2023,56.1,51.73,60.0,4.37,-3.9,ATINGIDA,True,812,91499.0,0.777
5300891,MUNICIPIO_DF_891,DF,53,DISTRITO FEDERAL,Centro-Oeste,2024,61.17,54.53,65.0,6.64,-3.83,ATINGIDA,True,812,91499.0,0.777
1100892,MUNICIPIO_RO_892,RO,11,RONDONIA,Norte,2021,51.59,46.6,52.0,5.0,-0.41,ATINGIDA,True,11836,35979.89,0.767
1100892,MUNICIPIO_RO_892,RO,11,RONDONIA,Norte,2022,59.61,48.45,56.0,11.15,3.61,ATINGIDA,True,11836,35979.89,0.767
1100892,MUNICIPIO_RO_892,RO,11,RONDONIA,Norte,2023,57.54,50.12,60.0,7.42,-2.46,ATINGIDA,True,11836,35979.89,0.767
1100892,MUNICIPIO_RO_892,RO,11,RONDONIA,Norte,2024,60.37,55.6,65.0,4.77,-4.63,ATINGIDA,True,11836,35979.89,0.767
1200893,MUNICIPIO_AC_893,AC,12,ACRE,Norte,2021,71.24,69.08,52.0,2.17,19.24,ATINGIDA,True,535,66730.12,0.791
1200893,MUNICIPIO_AC_893,AC,12,ACRE,Norte,2022,71.34,68.77,56.0,2.57,15.34,ATINGIDA,True,535,66730.12,0.791
1200893,MUNICIPIO_AC_893,AC,12,ACRE,Norte,2023,68.97,69.84,60.0,-0.87,8.97,NAO_ATINGIDA,True,535,66730.12,0.791
1200893,MUNICIPIO_AC_893,AC,12,ACRE,Norte,2024,69.57,74.9,65.0,-5.33,4.57,NAO_ATINGIDA,True,535,66730.12,0.791
1300894,MUNICIPIO_AM_894,AM,13,AMAZONAS,Norte,2021,56.54,52.77,52.0,3.77,4.54,ATINGIDA,True,943,80064.93,0.807
1300894,MUNICIPIO_AM_894,AM,13,AMAZONAS,Norte,2022,60.28,55.29,56.0,4.98,4.28,ATINGIDA,True,943,80064.93,0.807
1300894,MUNICIPIO_AM_894,AM,13,AMAZONAS,Norte,2023,62.86,56.66,60.0,6.2,2.86,ATINGIDA,True,943,80064.93,0.807
1300894,MUNICIPIO_AM_894,AM,13,AMAZONAS,Norte,2024,64.58,61.64,65.0,2.94,-0.42,ATINGIDA,True,943,80064.93,0.807
1400895,MUNICIPIO_RR_895,RR,14,RORAIMA,Norte,2021,50.16,52.45,52.0,-2.29,-1.84,NAO_ATINGIDA,True,12211,94093.18,0.752
1400895,MUNICIPIO_RR_895,RR,14,RORAIMA,Norte,2022,53.87,53.65,56.0,0.22,-2.13,ATINGIDA,True,12211,94093.18,0.752
1400895,MUNICIPIO_RR_895,RR,14,RORAIMA,Norte,2023,54.41,58.89,60.0,-4.48,-5.59,NAO_ATINGIDA,True,12211,94093.18,0.752
1400895,MUNICIPIO_RR_895,RR,14,RORAIMA,Norte,2024,53.5,60.12,65.0,-6.62,-11.5,NAO_ATINGIDA,True,12211,94093.18,0.752
1500896,MUNICIPIO_PA_896,PA,15,PARA,Norte,2021,46.62,48.45,52.0,-1.83,-5.38,NAO_ATINGIDA,False,1241,82735.63,0.754
1500896,MUNICIPIO_PA_896,PA,15,PARA,Norte,2022,49.67,51.32,56.0,-1.65,-6.33,NAO_ATINGIDA,False,1241,82735.63,0.754
1500896,MUNICIPIO_PA_896,PA,15,PARA,Norte,2023,50.04,52.23,60.0,-2.18,-9.96,NAO_ATINGIDA,True,1241,82735.63,0.754
1500896,MUNICIPIO_PA_896,PA,15,PARA,Norte,2024,49.86,54.51,65.0,-4.66,-15.14,NAO_ATINGIDA,False,1241,82735.63,0.754
1600897,MUNICIPIO_AP_897,AP,16,AMAPA,Norte,2021,47.39,49.02,52.0,-1.63,-4.61,NAO_ATINGIDA,False,2707,67891.5,0.697
1600897,MUNICIPIO_AP_897,AP,16,AMAPA,Norte,2022,47.88,52.28,56.0,-4.4,-8.12,NAO_ATINGIDA,False,2707,67891.5,0.697
1600897,MUNICIPIO_AP_897,AP,16,AMAPA,Norte,2023,44.78,52.86,60.0,-8.08,-15.22,NAO_ATINGIDA,False,2707,67891.5,0.697
1600897,MUNICIPIO_AP_897,AP,16,AMAPA,Norte,2024,47.09,56.21,65.0,-9.12,-17.91,NAO_ATINGIDA,False,2707,67891.5,0.697
1700898,MUNICIPIO_TO_898,TO,17,TOCANTINS,Norte,2021,74.96,69.02,52.0,5.93,22.96,ATINGIDA,True,2858,74516.72,0.792
1700898,MUNICIPIO_TO_898,TO,17,TOCANTINS,Norte,2022,75.52,75.77,56.0,-0.25,19.52,NAO_ATINGIDA,True,2858,74516.72,0.792
1700898,MUNICIPIO_TO_898,TO,17,TOCANTINS,Norte,2023,80.78,73.02,60.0,7.76,20.78,ATINGIDA,True,2858,74516.72,0.792
1700898,MUNICIPIO_TO_898,TO,17,TOCANTINS,Norte,2024,85.69,77.85,65.0,7.83,20.69,ATINGIDA,True,2858,74516.72,0.792
2100899,MUNICIPIO_MA_899,MA,21,MARANHAO,Nordeste,2021,54.45,57.91,52.0,-3.46,2.45,NAO_ATINGIDA,True,743,20779.65,0.815
2100899,MUNICIPIO_MA_899,MA,21,MARANHAO,Nordeste,2022,59.76,63.11,56.0,-3.36,3.76,NAO_ATINGIDA,True,743,20779.65,0.815
2100899,MUNICIPIO_MA_899,MA,21,MARANHAO,Nordeste,2023,63.83,64.09,60.0,-0.27,3.83,NAO_ATINGIDA,True,743,20779.65,0.815
2100899,MUNICIPIO_MA_899,MA,21,MARANHAO,Nordeste,2024,69.9,65.71,65.0,4.19,4.9,ATINGIDA,True,743,20779.65,0.815
2200900,MUNICIPIO_PI_900,PI,22,PIAUI,Nordeste,2021,62.8,64.83,52.0,-2.03,10.8,NAO_ATINGIDA,True,2351,31371.82,0.818
2200900,MUNICIPIO_PI_900,PI,22,PIAUI,Nordeste,2022,58.68,63.61,56.0,-4.93,2.68,NAO_ATINGIDA,True,2351,31371.82,0.818
2200900,MUNICIPIO_PI_900,PI,22,PIAUI,Nordeste,2023,63.23,66.38,60.0,-3.15,3.23,NAO_ATINGIDA,True,2351,31371.82,0.818
2200900,MUNICIPIO_PI_900,PI,22,PIAUI,Nordeste,2024,61.21,70.76,65.0,-9.55,-3.79,NAO_ATINGIDA,True,2351,31371.82,0.818
2300901,MUNICIPIO_CE_901,CE,23,CEARA,Nordeste,2021,46.73,50.0,52.0,-3.27,-5.27,NAO_ATINGIDA,False,3197,75302.95,0.75
2300901,MUNICIPIO_CE_901,CE,23,CEARA,Nordeste,2022,46.19,51.46,56.0,-5.27,-9.81,NAO_ATINGIDA,False,3197,75302.95,0.75
2300901,MUNICIPIO_CE_901,CE,23,CEARA,Nordeste,2023,45.1,53.37,60.0,-8.27,-14.9,NAO_ATINGIDA,False,3197,75302.95,0.75
2300901,MUNICIPIO_CE_901,CE,23,CEARA,Nordeste,2024,52.72,56.33,65.0,-3.6,-12.28,NAO_ATINGIDA,True,3197,75302.95,0.75
2400902,MUNICIPIO_RN_902,RN,24,RIO GRANDE DO NORTE,Nordeste,2021,49.32,47.72,52.0,1.59,-2.68,ATINGIDA,False,202,39253.22,0.738
2400902,MUNICIPIO_RN_902,RN,24,RIO GRANDE DO NORTE,Nordeste,2022,55.31,48.46,56.0,6.85,-0.69,ATINGIDA,True,202,39253.22,0.738
2400902,MUNICIPIO_RN_902,RN,24,RIO GRANDE DO NORTE,Nordeste,2023,51.71,53.12,60.0,-1.42,-8.29,NAO_ATINGIDA,True,202,39253.22,0.738
2400902,MUNICIPIO_RN_902,RN,24,RIO GRANDE DO NORTE,Nordeste,2024,54.33,56.93,65.0,-2.61,-10.67,NAO_ATINGIDA,True,202,39253.22,0.738
2500903,MUNICIPIO_PB_903,PB,25,PARAIBA,Nordeste,2021,50.78,48.01,52.0,2.78,-1.22,ATINGIDA,True,1059,29606.41,0.757
2500903,MUNICIPIO_PB_903,PB,25,PARAIBA,Nordeste,2022,52.93,53.3,56.0,-0.37,-3.07,NAO_ATINGIDA,True,1059,29606.41,0.757
2500903,MUNICIPIO_PB_903,PB,25,PARAIBA,Nordeste,2023,57.8,54.22,60.0,3.58,-2.2,ATINGIDA,True,1059,29606.41,0.757
2500903,MUNICIPIO_PB_903,PB,25,PARAIBA,Nordeste,2024,61.33,55.01,65.0,6.32,-3.67,ATINGIDA,True,1059,29606.41,0.757
2600904,MUNICIPIO_PE_904,PE,26,PERNAMBUCO,Nordeste,2021,74.34,71.83,52.0,2.51,22.34,ATINGIDA,True,120,61452.03,0.863
2600904,MUNICIPIO_PE_904,PE,26,PERNAMBUCO,Nordeste,2022,76.24,70.98,56.0,5.26,20.24,ATINGIDA,True,120,61452.03,0.863
2600904,MUNICIPIO_PE_904,PE,26,PERNAMBUCO,Nordeste,2023,76.71,74.81,60.0,1.9,16.71,ATINGIDA,True,120,61452.03,0.863
2600904,MUNICIPIO_PE_904,PE,26,PERNAMBUCO,Nordeste,2024,78.89,74.78,65.0,4.11,13.89,ATINGIDA,True,120,61452.03,0.863
2700905,MUNICIPIO_AL_905,AL,27,ALAGOAS,Nordeste,2021,48.24,45.83,52.0,2.41,-3.76,ATINGIDA,False,1514,42149.43,0.703
2700905,MUNICIPIO_AL_905,AL,27,ALAGOAS,Nordeste,2022,50.91,48.14,56.0,2.77,-5.09,ATINGIDA,True,1514,42149.43,0.703
2700905,MUNICIPIO_AL_905,AL,27,ALAGOAS,Nordeste,2023,54.29,51.54,60.0,2.75,-5.71,ATINGIDA,True,1514,42149.43,0.703
2700905,MUNICIPIO_AL_905,AL,27,ALAGOAS,Nordeste,2024,60.24,52.13,65.0,8.11,-4.76,ATINGIDA,True,1514,42149.43,0.703
2800906,MUNICIPIO_SE_906,SE,28,SERGIPE,Nordeste,2021,64.1,61.45,52.0,2.64,12.1,ATINGIDA,True,208,94159.0,0.786
2800906,MUNICIPIO_SE_906,SE,28,SERGIPE,Nordeste,2022,63.27,61.1,56.0,2.17,7.27,ATINGIDA,True,208,94159.0,0.786
2800906,MUNICIPIO_SE_906,SE,28,SERGIPE,Nordeste,2023,59.12,66.58,60.0,-7.45,-0.88,NAO_ATINGIDA,True,208,94159.0,0.786
2800906,MUNICIPIO_SE_906,SE,28,SERGIPE,Nordeste,2024,56.05,65.98,65.0,-9.93,-8.95,NAO_ATINGIDA,True,208,94159.0,0.786
2900907,MUNICIPIO_BA_907,BA,29,BAHIA,Nordeste,2021,53.5,55.41,52.0,-1.91,1.5,NAO_ATINGIDA,True,834,85972.04,0.839
2900907,MUNICIPIO_BA_907,BA,29,BAHIA,Nordeste,2022,52.61,55.64,56.0,-3.03,-3.39,NAO_ATINGIDA,True,834,85972.04,0.839
2900907,MUNICIPIO_BA_907,BA,29,BAHIA,Nordeste,2023,57.72,59.24,60.0,-1.52,-2.28,NAO_ATINGIDA,True,834,85972.04,0.839
2900907,MUNICIPIO_BA_907,BA,29,BAHIA,Nordeste,2024,54.75,58.06,65.0,-3.31,-10.25,NAO_ATINGIDA,True,834,85972.04,0.839
3100908,MUNICIPIO_MG_908,MG,31,MINAS GERAIS,Sudeste,2021,66.33,59.91,52.0,6.42,14.33,ATINGIDA,True,415,91571.32,0.817
3100908,MUNICIPIO_MG_908,MG,31,MINAS GERAIS,Sudeste,2022,70.81,61.72,56.0,9.08,14.81,ATINGIDA,True,415,91571.32,0.817
3100908,MUNICIPIO_MG_908,MG,31,MINAS GERAIS,Sudeste,2023,69.16,64.25,60.0,4.91,9.16,ATINGIDA,True,415,91571.32,0.817
3100908,MUNICIPIO_MG_908,MG,31,MINAS GERAIS,Sudeste,2024,72.7,65.09,65.0,7.6,7.7,ATINGIDA,True,415,91571.32,0.817
